Entity,Code,Year,Renewables (% equivalent primary energy)
CIS (BP),,2019,6.1577168
CIS (BP),,2020,6.8373575
CIS (BP),,2021,6.473814
Canada,CAN,1965,25.138649
Canada,CAN,1966,26.194748
Canada,CAN,1967,25.610426
Canada,CAN,1968,24.47401
Canada,CAN,1969,25.521269
Canada,CAN,1970,25.025076
Canada,CAN,1971,24.927824
Canada,CAN,1972,25.893644
Canada,CAN,1973,25.552883
Canada,CAN,1974,26.811583
Canada,CAN,1975,26.156315
Canada,CAN,1976,26.332035
Canada,CAN,1977,25.808474
Canada,CAN,1978,27.05877
Canada,CAN,1979,27.297024
Canada,CAN,1980,27.539686
Canada,CAN,1981,29.403929
Canada,CAN,1982,29.416237
Canada,CAN,1983,30.499226
Canada,CAN,1984,30.855843
Canada,CAN,1985,31.611633
Canada,CAN,1986,32.04593
Canada,CAN,1987,31.649542
Canada,CAN,1988,29.611338
Canada,CAN,1989,27.817396
Canada,CAN,1990,29.480999
Canada,CAN,1991,30.499428
Canada,CAN,1992,30.51211
Canada,CAN,1993,30.450893
Canada,CAN,1994,29.927301
Canada,CAN,1995,29.888117
Canada,CAN,1996,30.879307
Canada,CAN,1997,30.284904
Canada,CAN,1998,29.307371
Canada,CAN,1999,29.588795
Canada,CAN,2000,29.767817
Canada,CAN,2001,28.20141
Canada,CAN,2002,28.546556
Canada,CAN,2003,27.180014
Canada,CAN,2004,26.827923
Canada,CAN,2005,28.265476
Canada,CAN,2006,27.616468
Canada,CAN,2007,27.694315
Canada,CAN,2008,28.590092
Canada,CAN,2009,29.20945
Canada,CAN,2010,27.789688
Canada,CAN,2011,28.62637
Canada,CAN,2012,28.976913
Canada,CAN,2013,28.941828
Canada,CAN,2014,28.14776
Canada,CAN,2015,28.764147
Canada,CAN,2016,29.6526
Canada,CAN,2017,29.67364
Canada,CAN,2018,28.814518
Canada,CAN,2019,28.586376
Canada,CAN,2020,30.54215
Canada,CAN,2021,29.88844
Central America (BP),,1965,8.832859
Central America (BP),,1966,9.703324
Central America (BP),,1967,10.454583
Central America (BP),,1968,11.12973
Central America (BP),,1969,11.737263
Central America (BP),,1970,12.68411
Central America (BP),,1971,12.738326
Central America (BP),,1972,12.906005
Central America (BP),,1973,12.409436
Central America (BP),,1974,13.086364
Central America (BP),,1975,11.853872
Central America (BP),,1976,13.119708
Central America (BP),,1977,12.339205
Central America (BP),,1978,15.347009
Central America (BP),,1979,17.262085
Central America (BP),,1980,20.21121
Central America (BP),,1981,22.403522
Central America (BP),,1982,22.183714
Central America (BP),,1983,23.578016
Central America (BP),,1984,25.587793
Central America (BP),,1985,26.790607
Central America (BP),,1986,29.51356
Central America (BP),,1987,28.839478
Central America (BP),,1988,30.689192
Central America (BP),,1989,31.697342
Central America (BP),,1990,32.011864
Central America (BP),,1991,29.80378
Central America (BP),,1992,27.094872
Central America (BP),,1993,27.504284
Central America (BP),,1994,25.134108
Central America (BP),,1995,23.15871
Central America (BP),,1996,25.843018
Central America (BP),,1997,24.035463
Central America (BP),,1998,21.429518
Central America (BP),,1999,24.938816
Central America (BP),,2000,25.005505
Central America (BP),,2001,22.210005
Central America (BP),,2002,23.18854
Central America (BP),,2003,23.09387
Central America (BP),,2004,23.649473
Central America (BP),,2005,25.031773
Central America (BP),,2006,24.877857
Central America (BP),,2007,24.036945
Central America (BP),,2008,25.583067
Central America (BP),,2009,25.323349
Central America (BP),,2010,27.258286
Central America (BP),,2011,25.818153
Central America (BP),,2012,27.097425
Central America (BP),,2013,26.951118
Central America (BP),,2014,26.720015
Central America (BP),,2015,26.518682
Central America (BP),,2016,26.774618
Central America (BP),,2017,28.883213
Central America (BP),,2018,30.603235
Central America (BP),,2019,26.696873
Central America (BP),,2020,32.442505
Central America (BP),,2021,31.522322
Chile,CHL,1965,16.010857
Chile,CHL,1966,15.744313
Chile,CHL,1967,15.76555
Chile,CHL,1968,13.261512
Chile,CHL,1969,13.893923
Chile,CHL,1970,14.088003
Chile,CHL,1971,14.758605
Chile,CHL,1972,16.941067
Chile,CHL,1973,17.183693
Chile,CHL,1974,19.690105
Chile,CHL,1975,21.933805
Chile,CHL,1976,21.624561
Chile,CHL,1977,22.024628
Chile,CHL,1978,21.673307
Chile,CHL,1979,21.54592
Chile,CHL,1980,22.060732
Chile,CHL,1981,22.26287
Chile,CHL,1982,26.589516
Chile,CHL,1983,28.068626
Chile,CHL,1984,27.7989
Chile,CHL,1985,30.296179
Chile,CHL,1986,31.164711
Chile,CHL,1987,32.0948
Chile,CHL,1988,28.36174
Chile,CHL,1989,21.771547
Chile,CHL,1990,18.957916
Chile,CHL,1991,24.084661
Chile,CHL,1992,28.35539
Chile,CHL,1993,27.52927
Chile,CHL,1994,25.954523
Chile,CHL,1995,26.028479
Chile,CHL,1996,22.551899
Chile,CHL,1997,21.909548
Chile,CHL,1998,18.059258
Chile,CHL,1999,15.275815
Chile,CHL,2000,19.573402
Chile,CHL,2001,22.04736
Chile,CHL,2002,22.61727
Chile,CHL,2003,22.010809
Chile,CHL,2004,19.768446
Chile,CHL,2005,22.415243
Chile,CHL,2006,22.566658
Chile,CHL,2007,18.706137
Chile,CHL,2008,20.915377
Chile,CHL,2009,21.777431
Chile,CHL,2010,19.264341
Chile,CHL,2011,17.502325
Chile,CHL,2012,18.09596
Chile,CHL,2013,18.432415
Chile,CHL,2014,20.193163
Chile,CHL,2015,21.427673
Chile,CHL,2016,19.706335
Chile,CHL,2017,22.405031
Chile,CHL,2018,24.343296
Chile,CHL,2019,24.144995
Chile,CHL,2020,26.557531
Chile,CHL,2021,26.518875
China,CHN,1965,4.253407
China,CHN,1966,3.9831228
China,CHN,1967,3.818398
China,CHN,1968,4.458871
China,CHN,1969,3.7274022
China,CHN,1970,3.0095923
China,CHN,1971,3.0704048
China,CHN,1972,3.2275975
China,CHN,1973,3.417015
China,CHN,1974,3.7493546
China,CHN,1975,3.5038238
China,CHN,1976,3.3725684
China,CHN,1977,3.228714
China,CHN,1978,2.7594638
China,CHN,1979,3.0088992
China,CHN,1980,3.5661976
China,CHN,1981,4.066497
China,CHN,1982,4.4212723
China,CHN,1983,4.8234906
China,CHN,1984,4.515455
China,CHN,1985,4.44183
China,CHN,1986,4.3385277
China,CHN,1987,4.2555475
China,CHN,1988,4.3230724
China,CHN,1989,4.468027
China,CHN,1990,4.7236676
China,CHN,1991,4.424778
China,CHN,1992,4.4127016
China,CHN,1993,4.7578607
China,CHN,1994,4.952474
China,CHN,1995,5.55382
China,CHN,1996,5.143133
China,CHN,1997,5.361734
China,CHN,1998,5.4277782
China,CHN,1999,5.188286
China,CHN,2000,5.656925
China,CHN,2001,6.618624
China,CHN,2002,6.2804885
China,CHN,2003,5.3011093
China,CHN,2004,5.60094
China,CHN,2005,5.554481
China,CHN,2006,5.5779824
China,CHN,2007,5.718535
China,CHN,2008,7.268667
China,CHN,2009,6.9355316
China,CHN,2010,7.615998
China,CHN,2011,7.084204
China,CHN,2012,8.522597
China,CHN,2013,8.959421
China,CHN,2014,10.19733
China,CHN,2015,10.787498
China,CHN,2016,11.530947
China,CHN,2017,12.138821
China,CHN,2018,12.807393
China,CHN,2019,13.51596
China,CHN,2020,14.242872
China,CHN,2021,14.946244
Colombia,COL,1965,11.788209
Colombia,COL,1966,12.017394
Colombia,COL,1967,12.580107
Colombia,COL,1968,13.300462
Colombia,COL,1969,14.526139
Colombia,COL,1970,14.817516
Colombia,COL,1971,15.987799
Colombia,COL,1972,15.767954
Colombia,COL,1973,17.170427
Colombia,COL,1974,17.39551
Colombia,COL,1975,19.235607
Colombia,COL,1976,19.407125
Colombia,COL,1977,19.36701
Colombia,COL,1978,20.862885
Colombia,COL,1979,21.545105
Colombia,COL,1980,23.044971
Colombia,COL,1981,22.218885
Colombia,COL,1982,22.697723
Colombia,COL,1983,21.790188
Colombia,COL,1984,23.639833
Colombia,COL,1985,24.441961
Colombia,COL,1986,27.276325
Colombia,COL,1987,27.310854
Colombia,COL,1988,28.748077
Colombia,COL,1989,29.793999
Colombia,COL,1990,32.640934
Colombia,COL,1991,31.6998
Colombia,COL,1992,24.605455
Colombia,COL,1993,27.847397
Colombia,COL,1994,29.809082
Colombia,COL,1995,29.331577
Colombia,COL,1996,31.475914
Colombia,COL,1997,27.334064
Colombia,COL,1998,26.691463
Colombia,COL,1999,31.378248
Colombia,COL,2000,29.556067
Colombia,COL,2001,30.604485
Colombia,COL,2002,32.692554
Colombia,COL,2003,33.389133
Colombia,COL,2004,34.505455
Colombia,COL,2005,35.05353
Colombia,COL,2006,34.14272
Colombia,COL,2007,35.182762
Colombia,COL,2008,33.94141
Colombia,COL,2009,31.377745
Colombia,COL,2010,30.092037
Colombia,COL,2011,34.515675
Colombia,COL,2012,31.746134
Colombia,COL,2013,29.385107
Colombia,COL,2014,28.364685
Colombia,COL,2015,28.021618
Colombia,COL,2016,27.708813
Colombia,COL,2017,32.82906
Colombia,COL,2018,31.99955
Colombia,COL,2019,29.890343
Colombia,COL,2020,30.772787
Colombia,COL,2021,33.02041
Croatia,HRV,1990,11.200591
Croatia,HRV,1991,20.504862
Croatia,HRV,1992,15.994292
Croatia,HRV,1993,16.087965
Croatia,HRV,1994,18.960316
Croatia,HRV,1995,19.14962
Croatia,HRV,1996,24.70444
Croatia,HRV,1997,18.5449
Croatia,HRV,1998,18.053991
Croatia,HRV,1999,21.228256
Croatia,HRV,2000,19.766573
Croatia,HRV,2001,20.78086
Croatia,HRV,2002,16.80569
Croatia,HRV,2003,14.887934
Croatia,HRV,2004,19.899082
Croatia,HRV,2005,18.502132
Croatia,HRV,2006,17.52409
Croatia,HRV,2007,12.365527
Croatia,HRV,2008,15.2264805
Croatia,HRV,2009,19.643877
Croatia,HRV,2010,23.850374
Croatia,HRV,2011,15.472614
Croatia,HRV,2012,16.519665
Croatia,HRV,2013,26.373661
Croatia,HRV,2014,28.121477
Croatia,HRV,2015,22.36495
Croatia,HRV,2016,23.870218
Croatia,HRV,2017,20.273584
Croatia,HRV,2018,26.73535
Croatia,HRV,2019,23.463097
Croatia,HRV,2020,25.170088
Croatia,HRV,2021,28.271935
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.0069648223
Cyprus,CYP,2005,0.0075332997
Cyprus,CYP,2006,0.012689397
Cyprus,CYP,2007,0.02963039
Cyprus,CYP,2008,0.13309906
Cyprus,CYP,2009,0.28097296
Cyprus,CYP,2010,0.6377341
Cyprus,CYP,2011,1.5228559
Cyprus,CYP,2012,2.3008752
Cyprus,CYP,2013,3.2324405
Cyprus,CYP,2014,3.1309736
Cyprus,CYP,2015,3.776322
Cyprus,CYP,2016,3.6664777
Cyprus,CYP,2017,3.6376648
Cyprus,CYP,2018,3.8665202
Cyprus,CYP,2019,4.2749753
Cyprus,CYP,2020,5.661981
Czechia,CZE,1965,1.4077873
Czechia,CZE,1966,1.3170925
Czechia,CZE,1967,1.2057946
Czechia,CZE,1968,0.89475876
Czechia,CZE,1969,0.7005398
Czechia,CZE,1970,0.9598851
Czechia,CZE,1971,0.6451211
Czechia,CZE,1972,0.67121583
Czechia,CZE,1973,0.5706368
Czechia,CZE,1974,0.9500237
Czechia,CZE,1975,0.9102295
Czechia,CZE,1976,0.70589465
Czechia,CZE,1977,0.92965907
Czechia,CZE,1978,0.8529741
Czechia,CZE,1979,1.0576006
Czechia,CZE,1980,1.1426238
Czechia,CZE,1981,0.9889816
Czechia,CZE,1982,0.81085956
Czechia,CZE,1983,0.80229473
Czechia,CZE,1984,0.6089416
Czechia,CZE,1985,0.7824311
Czechia,CZE,1986,0.8687312
Czechia,CZE,1987,1.1157936
Czechia,CZE,1988,0.9459827
Czechia,CZE,1989,0.76388884
Czechia,CZE,1990,0.6279108
Czechia,CZE,1991,0.6470877
Czechia,CZE,1992,0.85835934
Czechia,CZE,1993,0.99214965
Czechia,CZE,1994,1.1369475
Czechia,CZE,1995,1.4834487
Czechia,CZE,1996,1.3430386
Czechia,CZE,1997,1.3685676
Czechia,CZE,1998,1.281692
Czechia,CZE,1999,1.5926199
Czechia,CZE,2000,1.4434271
Czechia,CZE,2001,1.5818
Czechia,CZE,2002,1.8193735
Czechia,CZE,2003,1.0856818
Czechia,CZE,2004,1.4602342
Czechia,CZE,2005,1.7223583
Czechia,CZE,2006,1.9475973
Czechia,CZE,2007,1.9150995
Czechia,CZE,2008,2.1536171
Czechia,CZE,2009,2.7962987
Czechia,CZE,2010,3.3554666
Czechia,CZE,2011,4.272681
Czechia,CZE,2012,4.792661
Czechia,CZE,2013,5.6041293
Czechia,CZE,2014,5.645436
Czechia,CZE,2015,5.8991933
Czechia,CZE,2016,5.94577
Czechia,CZE,2017,5.815572
Czechia,CZE,2018,5.6855097
Czechia,CZE,2019,6.1152124
Czechia,CZE,2020,6.691049
Czechia,CZE,2021,6.497798
Denmark,DNK,1965,0.04447716
Denmark,DNK,1966,0.040665347
Denmark,DNK,1967,0.03888248
Denmark,DNK,1968,0.031256683
Denmark,DNK,1969,0.028526576
Denmark,DNK,1970,0.029206116
Denmark,DNK,1971,0.030904578
Denmark,DNK,1972,0.029284108
Denmark,DNK,1973,0.030267373
Denmark,DNK,1974,0.033269178
Denmark,DNK,1975,0.02953616
Denmark,DNK,1976,0.024274977
Denmark,DNK,1977,0.03255087
Denmark,DNK,1978,0.037017047
Denmark,DNK,1979,0.043281496
Denmark,DNK,1980,0.056611072
Denmark,DNK,1981,0.065005064
Denmark,DNK,1982,0.07215245
Denmark,DNK,1983,0.1496665
Denmark,DNK,1984,0.15148832
Denmark,DNK,1985,0.16285835
Denmark,DNK,1986,0.27791977
Denmark,DNK,1987,0.37065881
Denmark,DNK,1988,0.5722486
Denmark,DNK,1989,0.88691425
Denmark,DNK,1990,1.2664866
Denmark,DNK,1991,1.4587734
Denmark,DNK,1992,2.040864
Denmark,DNK,1993,2.3619852
Denmark,DNK,1994,2.1321414
Denmark,DNK,1995,2.313322
Denmark,DNK,1996,2.1877265
Denmark,DNK,1997,3.3808846
Denmark,DNK,1998,4.675769
Denmark,DNK,1999,5.3890667
Denmark,DNK,2000,7.0956745
Denmark,DNK,2001,7.4025154
Denmark,DNK,2002,8.586957
Denmark,DNK,2003,9.462801
Denmark,DNK,2004,11.729121
Denmark,DNK,2005,12.488843
Denmark,DNK,2006,10.61084
Denmark,DNK,2007,12.42254
Denmark,DNK,2008,12.6056
Denmark,DNK,2009,13.32837
Denmark,DNK,2010,15.651074
Denmark,DNK,2011,18.64669
Denmark,DNK,2012,20.934052
Denmark,DNK,2013,21.378275
Denmark,DNK,2014,24.633705
Denmark,DNK,2015,26.659948
Denmark,DNK,2016,25.71348
Denmark,DNK,2017,30.301117
Denmark,DNK,2018,29.154387
Denmark,DNK,2019,32.79566
Denmark,DNK,2020,37.272453
Denmark,DNK,2021,39.24958
Eastern Africa (BP),,1965,16.524014
Eastern Africa (BP),,1966,17.916077
Eastern Africa (BP),,1967,16.877144
Eastern Africa (BP),,1968,16.732903
Eastern Africa (BP),,1969,17.112389
Eastern Africa (BP),,1970,21.788736
Eastern Africa (BP),,1971,17.197346
Eastern Africa (BP),,1972,20.177143
Eastern Africa (BP),,1973,19.701832
Eastern Africa (BP),,1974,24.155737
Eastern Africa (BP),,1975,26.092485
Eastern Africa (BP),,1976,26.423258
Eastern Africa (BP),,1977,29.746168
Eastern Africa (BP),,1978,29.147053
Eastern Africa (BP),,1979,30.734257
Eastern Africa (BP),,1980,28.320673
Eastern Africa (BP),,1981,30.102697
Eastern Africa (BP),,1982,31.842495
Eastern Africa (BP),,1983,30.305532
Eastern Africa (BP),,1984,30.224142
Eastern Africa (BP),,1985,29.932037
Eastern Africa (BP),,1986,28.25614
Eastern Africa (BP),,1987,24.857151
Eastern Africa (BP),,1988,25.716532
Eastern Africa (BP),,1989,24.777004
Eastern Africa (BP),,1990,26.178995
Eastern Africa (BP),,1991,27.664112
Eastern Africa (BP),,1992,25.612339
Eastern Africa (BP),,1993,25.135847
Eastern Africa (BP),,1994,24.85352
Eastern Africa (BP),,1995,24.675323
Eastern Africa (BP),,1996,24.992838
Eastern Africa (BP),,1997,24.94085
Eastern Africa (BP),,1998,29.914507
Eastern Africa (BP),,1999,30.56264
Eastern Africa (BP),,2000,32.542984
Eastern Africa (BP),,2001,33.857758
Eastern Africa (BP),,2002,35.647015
Eastern Africa (BP),,2003,35.753136
Eastern Africa (BP),,2004,33.938667
Eastern Africa (BP),,2005,33.640385
Eastern Africa (BP),,2006,34.184486
Eastern Africa (BP),,2007,35.175175
Eastern Africa (BP),,2008,34.842575
Eastern Africa (BP),,2009,34.660458
Eastern Africa (BP),,2010,35.635113
Eastern Africa (BP),,2011,35.01301
Eastern Africa (BP),,2012,35.48657
Eastern Africa (BP),,2013,34.786755
Eastern Africa (BP),,2014,34.23328
Eastern Africa (BP),,2015,33.409313
Eastern Africa (BP),,2016,32.305428
Eastern Africa (BP),,2017,31.50984
Eastern Africa (BP),,2018,31.808338
Eastern Africa (BP),,2019,32.526245
Eastern Africa (BP),,2020,36.039726
Eastern Africa (BP),,2021,35.91689
Ecuador,ECU,1965,8.505215
Ecuador,ECU,1966,9.248206
Ecuador,ECU,1967,9.417127
Ecuador,ECU,1968,8.330954
Ecuador,ECU,1969,8.701673
Ecuador,ECU,1970,8.106536
Ecuador,ECU,1971,8.015814
Ecuador,ECU,1972,7.758966
Ecuador,ECU,1973,7.0862336
Ecuador,ECU,1974,6.9780536
Ecuador,ECU,1975,8.653943
Ecuador,ECU,1976,7.57248
Ecuador,ECU,1977,5.8732605
Ecuador,ECU,1978,7.960053
Ecuador,ECU,1979,6.851764
Ecuador,ECU,1980,6.642501
Ecuador,ECU,1981,5.3501143
Ecuador,ECU,1982,5.5936837
Ecuador,ECU,1983,10.982115
Ecuador,ECU,1984,18.537539
Ecuador,ECU,1985,15.903298
Ecuador,ECU,1986,18.56394
Ecuador,ECU,1987,20.51675
Ecuador,ECU,1988,18.759295
Ecuador,ECU,1989,18.673532
Ecuador,ECU,1990,18.208445
Ecuador,ECU,1991,16.781824
Ecuador,ECU,1992,16.528347
Ecuador,ECU,1993,18.627613
Ecuador,ECU,1994,19.351002
Ecuador,ECU,1995,16.093634
Ecuador,ECU,1996,17.381893
Ecuador,ECU,1997,16.071613
Ecuador,ECU,1998,15.920069
Ecuador,ECU,1999,19.251896
Ecuador,ECU,2000,21.613928
Ecuador,ECU,2001,19.692354
Ecuador,ECU,2002,21.095179
Ecuador,ECU,2003,19.533443
Ecuador,ECU,2004,18.734905
Ecuador,ECU,2005,16.596605
Ecuador,ECU,2006,16.25161
Ecuador,ECU,2007,19.557272
Ecuador,ECU,2008,22.617521
Ecuador,ECU,2009,18.929243
Ecuador,ECU,2010,15.936485
Ecuador,ECU,2011,19.198841
Ecuador,ECU,2012,19.840086
Ecuador,ECU,2013,17.377462
Ecuador,ECU,2014,17.276142
Ecuador,ECU,2015,19.640232
Ecuador,ECU,2016,23.628025
Ecuador,ECU,2017,28.335857
Ecuador,ECU,2018,27.386934
Ecuador,ECU,2019,31.76902
Ecuador,ECU,2020,36.035774
Ecuador,ECU,2021,32.3542
Egypt,EGY,1965,5.5878944
Egypt,EGY,1966,5.5950437
Egypt,EGY,1967,7.041625
Egypt,EGY,1968,9.956793
Egypt,EGY,1969,16.08243
Egypt,EGY,1970,15.164636
Egypt,EGY,1971,15.877998
Egypt,EGY,1972,14.63569
Egypt,EGY,1973,15.458052
Egypt,EGY,1974,16.143082
Egypt,EGY,1975,16.16058
Egypt,EGY,1976,15.923643
Egypt,EGY,1977,16.571007
Egypt,EGY,1978,17.237103
Egypt,EGY,1979,15.267534
Egypt,EGY,1980,13.69403
Egypt,EGY,1981,12.52634
Egypt,EGY,1982,11.533038
Egypt,EGY,1983,9.980415
Egypt,EGY,1984,8.979603
Egypt,EGY,1985,8.225812
Egypt,EGY,1986,7.8884335
Egypt,EGY,1987,7.4370356
Egypt,EGY,1988,7.2144046
Egypt,EGY,1989,7.3539524
Egypt,EGY,1990,7.5208654
Egypt,EGY,1991,7.396339
Egypt,EGY,1992,7.380686
Egypt,EGY,1993,7.595429
Egypt,EGY,1994,7.676783
Egypt,EGY,1995,7.558946
Egypt,EGY,1996,7.361754
Egypt,EGY,1997,7.243849
Egypt,EGY,1998,7.1541786
Egypt,EGY,1999,7.409151
Egypt,EGY,2000,7.416068
Egypt,EGY,2001,7.225909
Egypt,EGY,2002,6.795776
Egypt,EGY,2003,5.937698
Egypt,EGY,2004,5.634644
Egypt,EGY,2005,5.385706
Egypt,EGY,2006,5.1723137
Egypt,EGY,2007,5.3631554
Egypt,EGY,2008,5.414237
Egypt,EGY,2009,4.800595
Egypt,EGY,2010,4.461719
Egypt,EGY,2011,4.3315444
Egypt,EGY,2012,4.1802897
Egypt,EGY,2013,4.1771846
Egypt,EGY,2014,4.1816525
Egypt,EGY,2015,4.328853
Egypt,EGY,2016,4.131468
Egypt,EGY,2017,3.8699906
Egypt,EGY,2018,4.0554056
Egypt,EGY,2019,5.1698976
Egypt,EGY,2020,6.564624
Egypt,EGY,2021,6.230571
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.030831562
Estonia,EST,1996,0.024195744
Estonia,EST,1997,0.039256863
Estonia,EST,1998,0.06567057
Estonia,EST,1999,0.09331137
Estonia,EST,2000,0.10166839
Estonia,EST,2001,0.09630356
Estonia,EST,2002,0.18708262
Estonia,EST,2003,0.22028498
Estonia,EST,2004,0.28742737
Estonia,EST,2005,0.5005239
Estonia,EST,2006,0.59395134
Estonia,EST,2007,0.5890301
Estonia,EST,2008,0.8455263
Estonia,EST,2009,2.7872162
Estonia,EST,2010,4.3919716
Estonia,EST,2011,4.9312315
Estonia,EST,2012,6.1257634
Estonia,EST,2013,4.7120137
Estonia,EST,2014,5.5141263
Estonia,EST,2015,6.578982
Estonia,EST,2016,6.427242
Estonia,EST,2017,6.830332
Estonia,EST,2018,7.507283
Estonia,EST,2019,9.91299
Estonia,EST,2020,14.138368
Estonia,EST,2021,14.325047
Europe,,1965,5.9066157
Europe,,1966,6.168164
Europe,,1967,5.9033895
Europe,,1968,5.9576693
Europe,,1969,5.6871805
Europe,,1970,5.681452
Europe,,1971,5.5593204
Europe,,1972,5.415697
Europe,,1973,5.1996355
Europe,,1974,5.549151
Europe,,1975,5.48716
Europe,,1976,5.002477
Europe,,1977,5.7320075
Europe,,1978,5.710373
Europe,,1979,5.745068
Europe,,1980,5.7626457
Europe,,1981,5.8671975
Europe,,1982,5.7095346
Europe,,1983,5.8300776
Europe,,1984,5.8781457
Europe,,1985,5.8707128
Europe,,1986,5.674075
Europe,,1987,5.844886
Europe,,1988,6.004857
Europe,,1989,5.4792295
Europe,,1990,5.6125426
Europe,,1991,5.799028
Europe,,1992,6.1881166
Europe,,1993,6.5789742
Europe,,1994,6.9876776
Europe,,1995,7.0650234
Europe,,1996,6.6088142
Europe,,1997,7.0181427
Europe,,1998,7.2968125
Europe,,1999,7.4891624
Europe,,2000,7.77206
Europe,,2001,7.7981777
Europe,,2002,7.304162
Europe,,2003,6.906544
Europe,,2004,7.4689255
Europe,,2005,7.651272
Europe,,2006,7.5956726
Europe,,2007,8.04044
Europe,,2008,8.450697
Europe,,2009,9.250828
Europe,,2010,9.566195
Europe,,2011,9.470131
Europe,,2012,10.526842
Europe,,2013,11.563236
Europe,,2014,12.157203
Europe,,2015,12.454003
Europe,,2016,12.5641365
Europe,,2017,12.595028
Europe,,2018,13.195203
Europe,,2019,13.646666
Europe,,2020,15.806127
Europe,,2021,15.235615
Europe (BP),,1965,7.269067
Europe (BP),,1966,7.5995073
Europe (BP),,1967,7.389748
Europe (BP),,1968,7.186744
Europe (BP),,1969,6.607449
Europe (BP),,1970,6.5164337
Europe (BP),,1971,6.4102187
Europe (BP),,1972,6.3603573
Europe (BP),,1973,6.11337
Europe (BP),,1974,6.695796
Europe (BP),,1975,6.9075384
Europe (BP),,1976,6.05598
Europe (BP),,1977,7.184907
Europe (BP),,1978,6.917433
Europe (BP),,1979,7.012579
Europe (BP),,1980,6.9953547
Europe (BP),,1981,7.263548
Europe (BP),,1982,7.3230996
Europe (BP),,1983,7.470169
Europe (BP),,1984,7.360798
Europe (BP),,1985,6.3973994
Europe (BP),,1986,6.101613
Europe (BP),,1987,6.496621
Europe (BP),,1988,6.8874254
Europe (BP),,1989,6.041034
Europe (BP),,1990,6.1501617
Europe (BP),,1991,6.3632956
Europe (BP),,1992,6.80437
Europe (BP),,1993,7.22015
Europe (BP),,1994,7.488457
Europe (BP),,1995,7.4828305
Europe (BP),,1996,7.118013
Europe (BP),,1997,7.479815
Europe (BP),,1998,7.830997
Europe (BP),,1999,7.994131
Europe (BP),,2000,8.294754
Europe (BP),,2001,8.198429
Europe (BP),,2002,7.817237
Europe (BP),,2003,7.445176
Europe (BP),,2004,8.081994
Europe (BP),,2005,8.329161
Europe (BP),,2006,8.455762
Europe (BP),,2007,8.983073
Europe (BP),,2008,9.758614
Europe (BP),,2009,10.734776
Europe (BP),,2010,11.562127
Europe (BP),,2011,11.665335
Europe (BP),,2012,13.15553
Europe (BP),,2013,14.2499895
Europe (BP),,2014,15.056768
Europe (BP),,2015,15.684681
Europe (BP),,2016,15.744419
Europe (BP),,2017,15.753476
Europe (BP),,2018,16.827751
Europe (BP),,2019,17.77084
Europe (BP),,2020,20.436487
Europe (BP),,2021,19.740942
European Union (27),,1965,6.740035
European Union (27),,1966,7.1173525
European Union (27),,1967,6.6463075
European Union (27),,1968,6.338912
European Union (27),,1969,5.760931
European Union (27),,1970,5.699029
European Union (27),,1971,5.4920382
European Union (27),,1972,5.4575386
European Union (27),,1973,5.1482067
European Union (27),,1974,5.611098
European Union (27),,1975,5.6898823
European Union (27),,1976,4.693745
European Union (27),,1977,6.104866
European Union (27),,1978,5.724103
European Union (27),,1979,5.7847705
European Union (27),,1980,5.6107125
European Union (27),,1981,5.697778
European Union (27),,1982,5.724218
European Union (27),,1983,5.814768
European Union (27),,1984,5.728046
European Union (27),,1985,5.5868397
European Union (27),,1986,5.2328033
European Union (27),,1987,5.603362
European Union (27),,1988,5.8703294
European Union (27),,1989,4.825043
European Union (27),,1990,5.138932
European Union (27),,1991,5.406729
European Union (27),,1992,5.748823
European Union (27),,1993,5.977683
European Union (27),,1994,6.195356
European Union (27),,1995,6.0873213
European Union (27),,1996,5.9001784
European Union (27),,1997,6.204107
European Union (27),,1998,6.4342656
European Union (27),,1999,6.4940257
