Entity,Code,Year,Biofuels Production - TWh - Total
South and Central America (BP),,2016,243.63928
South and Central America (BP),,2017,247.70607
South and Central America (BP),,2018,285.6611
South and Central America (BP),,2019,299.17575
South and Central America (BP),,2020,276.7802
South and Central America (BP),,2021,272.54016
Spain,ESP,1990,0
Spain,ESP,1991,0
Spain,ESP,1992,0
Spain,ESP,1993,0
Spain,ESP,1994,0
Spain,ESP,1995,0
Spain,ESP,1996,0
Spain,ESP,1997,0
Spain,ESP,1998,0
Spain,ESP,1999,0
Spain,ESP,2000,0.85129654
Spain,ESP,2001,0.8489706
Spain,ESP,2002,1.4820771
Spain,ESP,2003,2.090464
Spain,ESP,2004,2.546627
Spain,ESP,2005,3.4133594
Spain,ESP,2006,3.0383132
Spain,ESP,2007,4.2587085
Spain,ESP,2008,4.3520007
Spain,ESP,2009,10.473661
Spain,ESP,2010,11.731279
Spain,ESP,2011,9.744389
Spain,ESP,2012,7.081611
Spain,ESP,2013,8.566667
Spain,ESP,2014,11.827222
Spain,ESP,2015,12.883056
Spain,ESP,2016,13.852011
Spain,ESP,2017,21.54365
Spain,ESP,2018,25.122383
Spain,ESP,2019,24.21578
Spain,ESP,2020,20.759722
Spain,ESP,2021,19.984388
Sweden,SWE,1990,0
Sweden,SWE,1991,0
Sweden,SWE,1992,0
Sweden,SWE,1993,0
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,0.16962355
Sweden,SWE,2002,0.37980092
Sweden,SWE,2003,1.0517358
Sweden,SWE,2004,1.9810077
Sweden,SWE,2005,0.41834274
Sweden,SWE,2006,0.47564375
Sweden,SWE,2007,0.57034683
Sweden,SWE,2008,1.540661
Sweden,SWE,2009,2.1265106
Sweden,SWE,2010,2.411469
Sweden,SWE,2011,2.2329483
Sweden,SWE,2012,2.6494768
Sweden,SWE,2013,2.646395
Sweden,SWE,2014,2.6483138
Sweden,SWE,2015,2.544423
Sweden,SWE,2016,2.4066656
Sweden,SWE,2017,2.1583188
Sweden,SWE,2018,4.238693
Sweden,SWE,2019,5.001016
Sweden,SWE,2020,4.891601
Sweden,SWE,2021,7.1293397
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0.034402356
Thailand,THA,2005,0.623943
Thailand,THA,2006,0.9670266
Thailand,THA,2007,1.6659788
Thailand,THA,2008,6.0350504
Thailand,THA,2009,7.4379945
Thailand,THA,2010,9.69942
Thailand,THA,2011,10.68797
Thailand,THA,2012,14.64217
Thailand,THA,2013,18.71267
Thailand,THA,2014,20.92237
Thailand,THA,2015,22.57383
Thailand,THA,2016,20.25946
Thailand,THA,2017,22.43427
Thailand,THA,2018,24.55093
Thailand,THA,2019,27.45843
Thailand,THA,2020,27.65614
Thailand,THA,2021,24.957928
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0
United Kingdom,GBR,1993,0
United Kingdom,GBR,1994,0
United Kingdom,GBR,1995,0
United Kingdom,GBR,1996,0
United Kingdom,GBR,1997,0
United Kingdom,GBR,1998,0
United Kingdom,GBR,1999,0
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,0
United Kingdom,GBR,2002,0.031836398
United Kingdom,GBR,2003,0.106121324
United Kingdom,GBR,2004,0.10641207
United Kingdom,GBR,2005,0.09173744
United Kingdom,GBR,2006,2.6513376
United Kingdom,GBR,2007,4.5208836
United Kingdom,GBR,2008,3.3232377
United Kingdom,GBR,2009,2.5000198
United Kingdom,GBR,2010,3.268623
United Kingdom,GBR,2011,2.0225036
United Kingdom,GBR,2012,3.48272
United Kingdom,GBR,2013,5.859822
United Kingdom,GBR,2014,4.529478
United Kingdom,GBR,2015,3.5043516
United Kingdom,GBR,2016,6.3051696
United Kingdom,GBR,2017,8.639752
United Kingdom,GBR,2018,7.972656
United Kingdom,GBR,2019,6.818681
United Kingdom,GBR,2020,6.4753766
United Kingdom,GBR,2021,6.313379
United States,USA,1990,16.732742
United States,USA,1991,19.388733
United States,USA,1992,22.044724
United States,USA,1993,25.833727
United States,USA,1994,28.846283
United States,USA,1995,30.384048
United States,USA,1996,21.78628
United States,USA,1997,28.832184
United States,USA,1998,31.444319
United States,USA,1999,32.786575
United States,USA,2000,36.307648
United States,USA,2001,39.801285
United States,USA,2002,48.259228
United States,USA,2003,63.254505
United States,USA,2004,77.1594
United States,USA,2005,90.5215
United States,USA,2006,117.979416
United States,USA,2007,162.89944
United States,USA,2008,231.80676
United States,USA,2009,262.64377
United States,USA,2010,309.5003
United States,USA,2011,345.2215
United States,USA,2012,330.10876
United States,USA,2013,344.545
United States,USA,2014,364.5882
United States,USA,2015,375.11325
United States,USA,2016,399.23404
United States,USA,2017,411.9172
United States,USA,2018,424.44006
United States,USA,2019,412.82147
United States,USA,2020,374.58826
United States,USA,2021,398.84695
World,OWID_WRL,1990,82.68676
World,OWID_WRL,1991,93.23759
World,OWID_WRL,1992,89.8636
World,OWID_WRL,1993,91.8009
World,OWID_WRL,1994,102.02947
World,OWID_WRL,1995,105.951546
World,OWID_WRL,1996,106.66179
World,OWID_WRL,1997,122.70409
World,OWID_WRL,1998,117.30763
World,OWID_WRL,1999,113.60679
World,OWID_WRL,2000,108.994804
World,OWID_WRL,2001,119.1304
World,OWID_WRL,2002,140.62344
World,OWID_WRL,2003,174.34186
World,OWID_WRL,2004,197.43477
World,OWID_WRL,2005,232.29393
World,OWID_WRL,2006,296.61847
World,OWID_WRL,2007,403.1222
World,OWID_WRL,2008,547.2434
World,OWID_WRL,2009,606.9262
World,OWID_WRL,2010,698.7569
World,OWID_WRL,2011,742.77423
World,OWID_WRL,2012,756.26996
World,OWID_WRL,2013,822.1184
World,OWID_WRL,2014,895.4394
World,OWID_WRL,2015,895.4969
World,OWID_WRL,2016,928.231
World,OWID_WRL,2017,968.1315
World,OWID_WRL,2018,1067.1849
World,OWID_WRL,2019,1114.4883
World,OWID_WRL,2020,1046.6443
World,OWID_WRL,2021,1083.6072
