Entity,Code,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Egypt,EGY,2015,0,0.042,1.8945454,13.6835
Egypt,EGY,2016,0,0.23361,2.396693,13.1975
Egypt,EGY,2017,0,0.602545,2.1095762,12.788
Egypt,EGY,2018,0,0.553013,2.987391,12.812546
Egypt,EGY,2019,0,1.48996,4.978727,14.0795
Egypt,EGY,2020,0,2.8365073,6.848341,14.9035
Egypt,EGY,2021,0,2.8287573,7.6288185,14.636906
Estonia,EST,1990,0,0,0,0
Estonia,EST,1991,0,0,0,0
Estonia,EST,1992,0,0,0,0
Estonia,EST,1993,0,0,0,0
Estonia,EST,1994,0,0,0,0
Estonia,EST,1995,0.006,0,0,0
Estonia,EST,1996,0.005,0,0,0
Estonia,EST,1997,0.008,0,0,0
Estonia,EST,1998,0.012,0,0,0
Estonia,EST,1999,0.012,0,0,0.004
Estonia,EST,2000,0.013,0,0,0.005
Estonia,EST,2001,0.011,0,0,0.007
Estonia,EST,2002,0.027,0,0.0014,0.006
Estonia,EST,2003,0.026,0,0.0061,0.013
Estonia,EST,2004,0.031,0,0.0076,0.022
Estonia,EST,2005,0.033,0,0.0539,0.022
Estonia,EST,2006,0.038,0,0.0763,0.014
Estonia,EST,2007,0.036,0,0.091,0.022
Estonia,EST,2008,0.038,0,0.133,0.028
Estonia,EST,2009,0.314,0.0001,0.195,0.032
Estonia,EST,2010,0.742,0.0001,0.277,0.027
Estonia,EST,2011,0.783,0.0002,0.368,0.03
Estonia,EST,2012,1.001,0.0003,0.434,0.042
Estonia,EST,2013,0.667,0.0014,0.529,0.026
Estonia,EST,2014,0.74,0.0031,0.604,0.0267
Estonia,EST,2015,0.779,0.0059,0.7151,0.027
Estonia,EST,2016,0.885,0.009677,0.594,0.035
Estonia,EST,2017,1.038,0.014492,0.723,0.026
Estonia,EST,2018,1.261,0.030802,0.636,0.015
Estonia,EST,2019,1.299,0.0735,0.687,0.019
Estonia,EST,2020,1.777,0.1269118,0.844,0.03
Estonia,EST,2021,2.1158469,0.2521306,0.7421591,0.031054053
Estonia,EST,1985,,,,0
Estonia,EST,1986,,,,0
Estonia,EST,1987,,,,0
Estonia,EST,1988,,,,0
Estonia,EST,1989,,,,0
Europe,,1965,2.9090002,0,0,381.45035
Europe,,1966,3.9789999,0,0,414.05478
Europe,,1967,4.316,0,0,410.65195
Europe,,1968,4.8180003,0,0,437.10187
Europe,,1969,5.244904,0,0,442.712
Europe,,1970,6.952357,0,0,467.42227
Europe,,1971,7.0698833,0,0,473.05194
Europe,,1972,6.947608,0,0,483.52777
Europe,,1973,7.466391,0,0,489.05432
Europe,,1974,7.83506,0,0,527.9655
Europe,,1975,8.300942,0,0,527.5942
Europe,,1976,8.324597,0,0,504.19492
Europe,,1977,8.662292,0,0,594.7134
Europe,,1978,9.235139,0,0.003,615.8949
Europe,,1979,9.617958,0,0.006,640.884
Europe,,1980,10.604949,0,0.0105,637.35645
Europe,,1981,10.643523,0,0.0105,644.5633
Europe,,1982,9.836121,0,0.0185,626.81995
Europe,,1983,10.136652,0,0.030100001,649.14514
Europe,,1984,10.488478,0.001010101,0.0382,674.75525
Europe,,1985,11.89874,0.001010101,0.0574,650.6956
Europe,,1986,12.975209,0.001010101,0.1336,638.57153
Europe,,1987,12.817402,0,0.19080001,673.4357
Europe,,1988,13.609699,0.001010101,0.3297,699.463
Europe,,1989,13.474676,0.009090909,0.5154,635.6123
Europe,,1990,18.937754,0.0125,0.77946043,646.1752
Europe,,1991,19.534733,0.015500001,0.98002803,658.52045
Europe,,1992,20.659903,0.025088001,1.5350481,675.69965
Europe,,1993,22.833096,0.032383,2.284826,690.82385
Europe,,1994,23.9799,0.0346885,2.9792356,702.5557
Europe,,1995,26.28833,0.04484,3.8630292,705.6242
Europe,,1996,26.5231,0.04781141,4.8285856,661.9361
Europe,,1997,31.36772,0.056926243,7.295493,685.3179
Europe,,1998,35.309044,0.0670885,11.170979,710.20013
Europe,,1999,37.298702,0.08019806,14.223822,724.01434
Europe,,2000,40.83785,0.07447325,22.410215,750.92126
Europe,,2001,44.781166,0.1942025,26.865986,761.91907
Europe,,2002,50.947037,0.31475502,36.39815,692.4999
Europe,,2003,58.28682,0.46869773,44.852352,650.5362
Europe,,2004,69.246056,0.75109786,59.757095,700.42944
Europe,,2005,79.35107,1.5123832,71.59055,704.81067
Europe,,2006,89.888374,2.569088,83.65384,691.0072
Europe,,2007,99.9839,3.8777049,106.1637,705.1938
Europe,,2008,110.35963,7.589071,121.3246,724.58234
Europe,,2009,120.63333,14.324835,134.66466,728.03046
Europe,,2010,136.54741,23.495037,150.53226,764.53345
Europe,,2011,145.83566,47.10389,181.94289,680.4041
Europe,,2012,162.13869,72.233894,209.1829,731.2924
Europe,,2013,172.66672,86.55054,240.57028,783.6045
Europe,,2014,183.39012,97.48233,256.4001,776.928
Europe,,2015,194.83345,108.385086,307.4658,737.07294
Europe,,2016,197.5783,111.85476,307.5515,768.6971
Europe,,2017,202.82663,120.501144,366.5533,711.73627
Europe,,2018,208.48138,129.11078,383.71252,777.25073
Europe,,2019,215.07036,142.3568,438.09222,734.5362
Europe,,2020,219.37163,166.7337,489.22644,792.66
Europe,,2021,229.99367,185.31532,474.65585,808.83356
Europe (BP),,1965,3.009,0,0,302.19534
Europe (BP),,1966,4.101,0,0,324.5699
Europe (BP),,1967,4.489,0,0,324.46274
Europe (BP),,1968,4.997,0,0,336.23666
Europe (BP),,1969,5.422904,0,0,330.97592
Europe (BP),,1970,7.118357,0,0,346.07806
Europe (BP),,1971,7.2318835,0,0,349.56314
Europe (BP),,1972,7.122608,0,0,363.83298
Europe (BP),,1973,7.663391,0,0,369.3127
Europe (BP),,1974,8.04206,0,0,399.2913
Europe (BP),,1975,8.520942,0,0,407.51077
Europe (BP),,1976,8.485598,0,0,376.8347
Europe (BP),,1977,8.880291,0,0,456.27164
Europe (BP),,1978,9.372139,0,0.003,455.52872
Europe (BP),,1979,9.762958,0,0.006,479.14987
Europe (BP),,1980,10.74095,0,0.0105,464.76663
Europe (BP),,1981,10.753523,0,0.0105,470.4354
Europe (BP),,1982,9.836121,0,0.0185,466.30966
Europe (BP),,1983,10.136652,0,0.0301,480.12585
Europe (BP),,1984,10.510578,0.001010101,0.0382,485.19354
Europe (BP),,1985,11.904739,0.001010101,0.0574,502.99454
Europe (BP),,1986,13.018809,0.001010101,0.1336,486.09317
Europe (BP),,1987,12.875301,0,0.1908,529.5057
Europe (BP),,1988,13.6781,0.001010101,0.3297,567.469
Europe (BP),,1989,13.537276,0.009090909,0.5154,493.80594
Europe (BP),,1990,18.952852,0.0125,0.77946043,502.45715
Europe (BP),,1991,19.589434,0.0155,0.980028,513.0918
Europe (BP),,1992,20.713602,0.025088,1.5350481,529.6567
Europe (BP),,1993,22.907095,0.032383,2.284826,550.46674
Europe (BP),,1994,24.0489,0.0346885,2.9792356,557.19666
Europe (BP),,1995,26.537632,0.04484,3.8630292,564.8899
Europe (BP),,1996,26.7252,0.04781141,4.828585,548.0863
Europe (BP),,1997,31.68752,0.056926243,7.295493,567.67896
Europe (BP),,1998,35.57704,0.0670885,11.176479,593.9042
Europe (BP),,1999,37.4546,0.08019806,14.244322,598.18085
Europe (BP),,2000,41.000248,0.07447325,22.441713,617.6968
Europe (BP),,2001,44.94067,0.1942025,26.925287,611.99994
Europe (BP),,2002,51.008335,0.314755,36.43995,563.9807
Europe (BP),,2003,58.088623,0.46869776,44.90515,530.1677
Europe (BP),,2004,68.965454,0.75109786,59.806786,570.8031
Europe (BP),,2005,79.02817,1.5123832,71.64175,571.7242
Europe (BP),,2006,89.52852,2.5690877,83.77814,561.9314
Europe (BP),,2007,99.74035,3.8777049,106.507195,563.9646
Europe (BP),,2008,110.142426,7.5890713,122.1649,593.03314
Europe (BP),,2009,120.76332,14.324835,136.15523,589.7449
Europe (BP),,2010,136.92763,23.497437,153.4435,649.8002
Europe (BP),,2011,146.2206,47.10555,186.65741,569.64545
Europe (BP),,2012,163.0321,72.23394,215.03241,625.63116
Europe (BP),,2013,174.34535,86.54612,248.11525,661.73596
Europe (BP),,2014,186.2033,97.33773,264.81503,644.0572
Europe (BP),,2015,198.9238,108.234604,318.93124,636.1143
Europe (BP),,2016,204.2285,112.403564,322.84747,651.17426
Europe (BP),,2017,211.30125,122.75744,384.22113,584.38574
Europe (BP),,2018,218.92198,136.16812,403.32556,646.2277
Europe (BP),,2019,228.0151,150.44255,459.3421,628.63184
Europe (BP),,2020,234.35455,175.65176,512.7316,657.916
Europe (BP),,2021,247.93518,195.55212,503.02396,649.6524
European Union (27),,1965,2.909,0,0,211.80603
European Union (27),,1966,3.979,0,0,230.45381
European Union (27),,1967,4.316,0,0,222.19263
European Union (27),,1968,4.818,0,0,226.5809
European Union (27),,1969,5.243,0,0,222.4579
European Union (27),,1970,6.940266,0,0,234.72273
European Union (27),,1971,7.057851,0,0,233.22775
European Union (27),,1972,6.925944,0,0,244.8364
European Union (27),,1973,7.442191,0,0,243.5321
European Union (27),,1974,7.829309,0,0,263.01743
European Union (27),,1975,8.282595,0,0,264.90546
European Union (27),,1976,8.305585,0,0,231.1628
European Union (27),,1977,8.646165,0,0,307.5857
European Union (27),,1978,9.1188545,0,0.003,299.47946
European Union (27),,1979,9.285328,0,0.006,313.9237
European Union (27),,1980,10.387278,0,0.0105,297.70767
European Union (27),,1981,10.08439,0,0.0105,293.823
European Union (27),,1982,9.287153,0,0.0185,288.88766
European Union (27),,1983,9.568938,0,0.0301,294.68158
European Union (27),,1984,9.946245,0,0.0382,298.8656
European Union (27),,1985,11.357507,0,0.0574,305.17215
European Union (27),,1986,12.278871,0,0.1336,288.30338
European Union (27),,1987,12.051266,0,0.1908,316.56955
European Union (27),,1988,12.824092,0,0.3297,334.19867
European Union (27),,1989,12.659168,0.009090909,0.5064,272.93823
European Union (27),,1990,17.343042,0.0115,0.7704604,284.8056
European Union (27),,1991,17.869808,0.0135,0.971028,298.44077
European Union (27),,1992,18.720934,0.022088,1.5020481,310.62717
European Union (27),,1993,20.586823,0.028383,2.0673988,318.5628
European Union (27),,1994,21.322035,0.0296885,2.6346245,327.9669
European Union (27),,1995,23.436554,0.03884,3.4704535,326.9626
European Union (27),,1996,23.38708,0.040811412,4.3389993,325.43332
European Union (27),,1997,27.91599,0.049926244,6.6259375,334.7315
European Union (27),,1998,30.970898,0.0590885,10.287428,345.7198
European Union (27),,1999,31.642126,0.06919806,13.352978,343.5373
European Union (27),,2000,34.453976,0.05717325,21.422586,356.22784
European Union (27),,2001,37.548084,0.1737665,25.84862,375.69754
European Union (27),,2002,43.09377,0.291183,35.066486,316.42477
European Union (27),,2003,49.071625,0.44112575,43.296932,306.62042
European Union (27),,2004,58.594677,0.7224259,57.503983,325.64795
European Union (27),,2005,66.762344,1.4766113,68.10627,307.42108
European Union (27),,2006,75.91775,2.5264158,78.7095,311.01636
European Union (27),,2007,84.691795,3.8266327,99.912346,309.0408
European Union (27),,2008,94.22541,7.5264993,113.23004,327.23526
European Union (27),,2009,103.17476,14.241027,124.31972,330.13638
European Union (27),,2010,117.35704,23.34771,139.25969,372.87192
European Union (27),,2011,125.27228,46.641083,164.51234,307.13406
European Union (27),,2012,139.5604,70.21633,187.38843,330.6657
European Union (27),,2013,146.58542,83.416374,209.5217,366.7126
European Union (27),,2014,152.77626,91.93326,220.77148,368.91696
European Union (27),,2015,157.91,98.828415,263.10446,333.75873
European Union (27),,2016,159.70052,99.0203,266.78415,342.79916
European Union (27),,2017,162.69983,105.8617,312.2943,291.29126
European Union (27),,2018,164.35213,112.50465,320.6057,342.53104
European Union (27),,2019,168.32454,123.26693,364.34207,317.84726
European Union (27),,2020,170.01918,143.28084,397.3034,343.23846
European Union (27),,2021,180.0787,160.62025,389.49722,344.3512
Finland,FIN,1965,0,0,0,9.353536
Finland,FIN,1966,0,0,0,10.380808
Finland,FIN,1967,0,0,0,11.6292925
Finland,FIN,1968,0,0,0,10.488889
Finland,FIN,1969,0,0,0,8.745455
Finland,FIN,1970,0,0,0,9.524242
Finland,FIN,1971,0,0,0,10.680808
Finland,FIN,1972,0,0,0,10.379798
Finland,FIN,1973,0,0,0,10.579798
Finland,FIN,1974,0,0,0,12.703031
Finland,FIN,1975,0,0,0,12.209091
Finland,FIN,1976,0,0,0,9.481818
Finland,FIN,1977,0,0,0,12.181818
Finland,FIN,1978,0,0,0,9.79899
Finland,FIN,1979,0,0,0,10.8707075
Finland,FIN,1980,0,0,0,10.217172
Finland,FIN,1981,0,0,0,13.654546
Finland,FIN,1982,0,0,0,13.088889
Finland,FIN,1983,0,0,0,13.580808
Finland,FIN,1984,0,0,0,13.247475
Finland,FIN,1985,0,0,0,12.334343
Finland,FIN,1986,0,0,0,12.389899
Finland,FIN,1987,0,0,0,13.795959
Finland,FIN,1988,0,0,0,13.362626
Finland,FIN,1989,0,0,0,13.030303
Finland,FIN,1990,5.156,0.0005,0,10.860606
Finland,FIN,1991,4.999,0.0005,0.0006,13.19798
Finland,FIN,1992,4.95,0.0006,0.0024,15.108081
Finland,FIN,1993,5.958,0.0007,0.0044,13.473738
Finland,FIN,1994,6.465,0.0008,0.0072,11.779798
Finland,FIN,1995,6.608,0.0008,0.0108,12.91707
Finland,FIN,1996,5.889,0.001,0.011,11.821919
Finland,FIN,1997,7.891,0.0012,0.0166,11.914041
Finland,FIN,1998,9.333,0.0013,0.023,14.9258585
Finland,FIN,1999,8.363,0.0014,0.049,12.673434
Finland,FIN,2000,8.588527,0.0016,0.0766,14.598788
Finland,FIN,2001,8.211789,0.0017,0.0696,13.149596
Finland,FIN,2002,8.932421,0.0019,0.063,10.730404
Finland,FIN,2003,9.292,0.0021,0.0919,9.550505
Finland,FIN,2004,10.370948,0.0024,0.1203,15.015051
Finland,FIN,2005,9.479474,0.0026,0.1683,13.563637
Finland,FIN,2006,10.756632,0.0034,0.1527,11.427273
Finland,FIN,2007,9.928,0.0038,0.1884,14.131919
Finland,FIN,2008,10.391263,0.0039,0.2605,17.080303
Finland,FIN,2009,8.743579,0.0043,0.2766,12.7
Finland,FIN,2010,10.98021,0.0047,0.2943,12.871717
Finland,FIN,2011,11.182842,0.0053,0.4814,12.402323
Finland,FIN,2012,11.101263,0.0057,0.4943,16.835253
Finland,FIN,2013,11.942632,0.0065,0.7737,12.800404
Finland,FIN,2014,11.707263,0.008,1.1072,13.3739395
Finland,FIN,2015,11.317895,0.011111111,2.350505,16.751514
Finland,FIN,2016,11.422105,0.022222223,3.09899,15.791919
Finland,FIN,2017,11.833684,0.04949495,4.8434343,14.757576
Finland,FIN,2018,12.825263,0.09090909,5.8979797,13.269697
Finland,FIN,2019,13.2021055,0.14848484,6.085859,12.3707075
Finland,FIN,2020,11.497894,0.22121212,8.018182,15.827272
Finland,FIN,2021,13.605263,0.30808082,8.215152,15.70707
France,FRA,1965,0,0,0,46.881092
France,FRA,1966,0.39,0,0,52.20847
France,FRA,1967,0.605,0,0,45.37766
France,FRA,1968,0.926,0,0,50.42261
France,FRA,1969,1.067,0,0,52.94209
France,FRA,1970,1.3702458,0,0,56.681484
France,FRA,1971,1.3918225,0,0,48.856724
France,FRA,1972,1.5151953,0,0,48.831467
France,FRA,1973,1.5500864,0,0,47.696262
France,FRA,1974,1.5770591,0,0,56.230286
France,FRA,1975,1.4158849,0,0,60.107937
France,FRA,1976,1.3329,0,0,48.56463
France,FRA,1977,1.3745815,0,0,76.322975
France,FRA,1978,1.4183881,0,0,68.35983
France,FRA,1979,1.4840102,0,0,66.419136
France,FRA,1980,1.4710236,0,0,69.52675
France,FRA,1981,1.4921525,0,0,72.19517
France,FRA,1982,1.52734,0,0,70.57486
France,FRA,1983,1.5587,0,0,69.443016
France,FRA,1984,1.6223,0,0,65.69011
France,FRA,1985,1.65215,0,0,62.453335
France,FRA,1986,1.6628,0,0,63.010845
France,FRA,1987,1.7506,0,0,71.087555
France,FRA,1988,1.77325,0,0,77.11729
France,FRA,1989,1.84145,0,0,46.842293
France,FRA,1990,1.913,0,0.000271526,53.866
France,FRA,1991,2.102,0,0.000489604,57.602
France,FRA,1992,2.134,0.001488,0.000489604,68.956
France,FRA,1993,1.974,0.001683,0.00240218,64.895
France,FRA,1994,2.157,0.0018785,0.004704,78.794
France,FRA,1995,2.329,0.00204,0.0047142,73.119
France,FRA,1996,2.423,0.0026503,0.0074302,66.044
France,FRA,1997,2.675,0.0034068,0.0111284,63.764
France,FRA,1998,2.653,0.0040885,0.0194972,62.093
France,FRA,1999,2.853,0.0045475,0.03694443,72.514
France,FRA,2000,2.986,0.00522325,0.048,66.363
France,FRA,2001,3.334,0.0061605,0.131,74.268
France,FRA,2002,3.537,0.00710345,0.265,60.397
France,FRA,2003,3.717,0.0077673,0.388,58.943
France,FRA,2004,3.782,0.008447984,0.595,59.555
France,FRA,2005,3.872,0.01050076,0.962,51.48
France,FRA,2006,3.841,0.01190605,2.182,56.303
France,FRA,2007,4.216,0.018,4.07,57.604
France,FRA,2008,4.436,0.042,5.694,63.654
France,FRA,2009,4.578,0.174,7.912,56.994
France,FRA,2010,4.917,0.62,9.945,62.714
France,FRA,2011,5.48,2.078,12.052,44.791
France,FRA,2012,6.3471003,4.016,15.107985,58.78245
France,FRA,2013,7.80987,4.735,16.054344,70.84405
France,FRA,2014,8.320374,5.913,17.250189,62.829517
France,FRA,2015,8.844254,7.2631626,21.350168,54.556957
France,FRA,2016,9.635901,8.164943,21.307964,59.923428
France,FRA,2017,10.333821,9.102625,24.54369,48.964455
France,FRA,2018,10.550078,10.411551,28.53087,63.915768
France,FRA,2019,10.743961,11.747336,34.61536,56.027714
France,FRA,2020,10.668056,12.925406,39.74983,61.17179
France,FRA,2021,11.1924715,14.605709,36.96734,57.966537
Germany,DEU,1965,0,0,0,16.21221
Germany,DEU,1966,0,0,0,17.533998
Germany,DEU,1967,0,0,0,16.652311
Germany,DEU,1968,0,0,0,16.89899
Germany,DEU,1969,0,0,0,13.713478
Germany,DEU,1970,0.92002016,0,0,17.533678
Germany,DEU,1971,1.0010282,0,0,13.455188
Germany,DEU,1972,1.0187488,0,0,13.205894
Germany,DEU,1973,1.0531049,0,0,15.229462
Germany,DEU,1974,1.07625,0,0,17.638132
Germany,DEU,1975,1.1247102,0,0,17.059124
Germany,DEU,1976,1.2776853,0,0,13.846833
Germany,DEU,1977,1.2465839,0,0,17.58216
Germany,DEU,1978,1.317466,0,0,18.362234
Germany,DEU,1979,1.4433178,0,0,18.383686
Germany,DEU,1980,1.9662538,0,0,19.069143
Germany,DEU,1981,1.8042376,0,0,19.914673
Germany,DEU,1982,1.798813,0,0,19.737993
Germany,DEU,1983,1.5402381,0,0,18.712017
Germany,DEU,1984,1.6429448,0,0,18.479174
Germany,DEU,1985,1.6440297,0,0,17.40065
Germany,DEU,1986,1.5955696,0,0.001,18.571981
Germany,DEU,1987,1.4458493,0,0.002,20.34297
Germany,DEU,1988,1.6378818,0,0.008,20.079391
Germany,DEU,1989,1.7492679,0,0.026,18.243729
Germany,DEU,1990,1.435,0.001,0.071,17.335
Germany,DEU,1991,1.511,0.001,0.1,15.85
Germany,DEU,1992,1.562,0.002,0.275,18.635
Germany,DEU,1993,1.663,0.003,0.6,18.96
Germany,DEU,1994,1.906,0.004,0.909,20.195
Germany,DEU,1995,2.049,0.005,1.5,21.556
Germany,DEU,1996,2.143,0.006,2.032,18.818
Germany,DEU,1997,2.297,0.011,2.966,18.952
Germany,DEU,1998,2.718,0.015,4.489,19.002
Germany,DEU,1999,2.94,0.019,5.528,20.686
Germany,DEU,2000,3.4,0,9.5,24.9
Germany,DEU,2001,5.2,0.1,10.5,23.2
Germany,DEU,2002,6.4,0.2,15.8,23.7
Germany,DEU,2003,8.948651,0.313,19.087,18.321198
Germany,DEU,2004,10.635514,0.557,26.019,20.745722
Germany,DEU,2005,14.7062,1.308,27.774,19.638
Germany,DEU,2006,18.9344,2.265,31.324,20.031
Germany,DEU,2007,24.6164,3.137,40.507,21.17
Germany,DEU,2008,28.0316,4.508,41.385,20.443
Germany,DEU,2009,30.9048,6.715,39.42,19.031
Germany,DEU,2010,33.9517,11.963,38.547,20.953
Germany,DEU,2011,36.9098,19.991,49.857,17.671
Germany,DEU,2012,43.2284,26.744,51.68,21.755
Germany,DEU,2013,45.593,30.621,52.737,22.998
Germany,DEU,2014,48.385,34.558,58.497,19.587
Germany,DEU,2015,50.459,37.171,80.624,18.977
Germany,DEU,2016,51.103,36.67,79.924,20.546
Germany,DEU,2017,51.08,37.893,105.693,20.15
Germany,DEU,2018,50.972,43.459,109.951,17.693
Germany,DEU,2019,50.323,44.383,125.894,19.731
Germany,DEU,2020,51.092,48.641,132.102,18.322
Germany,DEU,2021,50.9,49,117.7,19.1
Greece,GRC,1965,0,0,0,0.801
Greece,GRC,1966,0,0,0,1.73
Greece,GRC,1967,0,0,0,1.66
Greece,GRC,1968,0,0,0,1.368
Greece,GRC,1969,0,0,0,2.055
Greece,GRC,1970,0,0,0,2.636
Greece,GRC,1971,0,0,0,2.652
Greece,GRC,1972,0,0,0,2.677
Greece,GRC,1973,0,0,0,2.223
Greece,GRC,1974,0,0,0,2.347
Greece,GRC,1975,0,0,0,2.015
Greece,GRC,1976,0,0,0,1.879
Greece,GRC,1977,0,0,0,1.922
Greece,GRC,1978,0,0,0,2.988
Greece,GRC,1979,0,0,0,3.566
Greece,GRC,1980,0,0,0,3.405
Greece,GRC,1981,0,0,0,3.407
Greece,GRC,1982,0,0,0,3.561
Greece,GRC,1983,0,0,0,2.34
Greece,GRC,1984,0,0,0,2.862
Greece,GRC,1985,0,0,0,2.805
Greece,GRC,1986,0,0,0,3.235
Greece,GRC,1987,0,0,0.001,2.78
Greece,GRC,1988,0,0,0.001,2.366
Greece,GRC,1989,0,0,0.001,1.9
Greece,GRC,1990,0,0,0.002,1.769
Greece,GRC,1991,0,0,0.002,3.099
Greece,GRC,1992,0.001,0,0.008,2.203
Greece,GRC,1993,0.001,0,0.047,2.282
Greece,GRC,1994,0.001,0,0.037,2.599
Greece,GRC,1995,0.001,0,0.034,3.529
Greece,GRC,1996,0,0,0.036,4.348
Greece,GRC,1997,0,0,0.037,3.882
Greece,GRC,1998,0,0,0.073,3.717
Greece,GRC,1999,0.001,0,0.162,4.592
Greece,GRC,2000,0,0,0.451,3.693
Greece,GRC,2001,0.079,0,0.756,2.097
Greece,GRC,2002,0.126,0,0.651,2.8
Greece,GRC,2003,0.105,0,1.021,4.766
Greece,GRC,2004,0.123,0.001,1.121,4.672
Greece,GRC,2005,0.122,0.001,1.266,5.017
Greece,GRC,2006,0.114,0.001,1.699,5.865
Greece,GRC,2007,0.184,0.001,1.818,2.591
Greece,GRC,2008,0.191,0.005,2.242,3.312
Greece,GRC,2009,0.218,0.05,2.543,5.374
Greece,GRC,2010,0.19,0.158,2.714,7.46
Greece,GRC,2011,0.207,0.61,3.315,4.011
Greece,GRC,2012,0.204,1.694,3.85,4.403
Greece,GRC,2013,0.216,3.648,4.139,6.346
Greece,GRC,2014,0.22,3.792,3.689,4.476
Greece,GRC,2015,0.231,3.9,4.621,6.098
Greece,GRC,2016,0.274,3.93,5.146,5.543
Greece,GRC,2017,0.310028,3.991477,5.536987,3.962547
Greece,GRC,2018,0.31407,3.790652,6.300259,5.743448
Greece,GRC,2019,0.402027,4.42851,7.266347,3.977615
Greece,GRC,2020,0.453554,4.446854,9.310104,3.30228
Greece,GRC,2021,0.17746587,5.1679754,10.470926,5.8237925
High-income countries,,1965,17.885233,0,0,705.6941
High-income countries,,1966,19.684008,0,0,745.083
High-income countries,,1967,19.813572,0,0,763.759
High-income countries,,1968,21.941046,0,0,783.7301
High-income countries,,1969,23.079964,0,0,818.9756
High-income countries,,1970,24.964964,0,0,840.9904
High-income countries,,1971,25.509909,0,0,877.8005
High-income countries,,1972,27.498178,0,0,915.132
High-income countries,,1973,29.371082,0,0,916.19336
High-income countries,,1974,31.125929,0,0,1005.90735
High-income countries,,1975,31.102913,0,0,1005.6749
High-income countries,,1976,34.59475,0,0,963.19366
High-income countries,,1977,36.31119,0,0,967.71844
High-income countries,,1978,38.399734,0,0.003,1040.888
High-income countries,,1979,40.237312,0,0.006,1082.5781
High-income countries,,1980,42.139984,0,0.0105,1072.4165
High-income countries,,1981,43.527237,0,0.0105,1082.1362
High-income countries,,1982,50.898537,0,0.0185,1111.8145
High-income countries,,1983,55.702415,0.003,0.03279495,1167.8391
High-income countries,,1984,63.33676,0.006311111,0.044755556,1163.5408
High-income countries,,1985,65.34927,0.011747476,0.0642202,1159.8821
High-income countries,,1986,70.283806,0.015183838,0.13883132,1158.509
High-income countries,,1987,75.525024,0.01060303,0.19537677,1153.1249
High-income countries,,1988,77.7357,0.01019596,0.3315798,1153.1642
High-income countries,,1989,86.8685,0.2622232,2.649777,1125.8265
High-income countries,,1990,96.62821,0.38529494,3.5971372,1164.544
High-income countries,,1991,101.0439,0.5012029,3.9627059,1180.3627
High-income countries,,1992,107.74438,0.46058512,4.511429,1165.996
High-income countries,,1993,112.216995,0.54869753,5.384533,1227.1355
High-income countries,,1994,115.5704,0.5870139,6.528023,1191.8569
High-income countries,,1995,117.56831,0.6258037,7.1266384,1267.2628
High-income countries,,1996,120.82481,0.6781474,8.173981,1293.0583
High-income countries,,1997,128.36581,0.72652215,10.701239,1325.2185
High-income countries,,1998,132.48087,0.7846993,14.3348255,1293.2545
High-income countries,,1999,136.38516,0.8750003,19.039782,1302.7513
High-income countries,,2000,139.75514,1.0057497,28.696821,1311.4408
High-income countries,,2001,145.10782,1.3489687,34.70057,1221.6636
High-income countries,,2002,158.2272,1.7000945,48.384052,1232.7167
High-income countries,,2003,165.66397,2.1286354,58.550415,1209.8594
High-income countries,,2004,179.45404,2.8202245,77.624344,1224.541
High-income countries,,2005,194.38457,4.009548,95.148834,1239.8196
High-income countries,,2006,204.9203,5.542243,118.35828,1252.1782
High-income countries,,2007,218.19537,7.504107,151.20857,1224.844
High-income countries,,2008,227.51721,12.285413,189.37726,1269.394
High-income countries,,2009,236.94408,20.45341,226.5314,1268.9607
High-income countries,,2010,260.61328,32.599228,266.5324,1282.231
High-income countries,,2011,274.14984,60.96809,326.70868,1308.4968
High-income countries,,2012,296.6976,92.46783,375.83948,1314.5249
High-income countries,,2013,314.34457,121.069855,434.4375,1341.4576
High-income countries,,2014,330.01614,159.00264,466.4109,1326.918
High-income countries,,2015,348.38477,195.21176,541.5227,1290.3965
High-income countries,,2016,347.7522,229.05551,584.6948,1318.0007
High-income countries,,2017,359.1513,276.4635,673.0691,1308.9022
High-income countries,,2018,367.20908,318.03418,714.9801,1343.8661
High-income countries,,2019,369.5374,364.81628,795.4272,1291.6599
High-income countries,,2020,366.5997,433.69727,895.2072,1337.1145
High-income countries,,2021,385.79904,513.4034,929.2726,1300.623
Hong Kong,HKG,1965,0,0,0,0
Hong Kong,HKG,1966,0,0,0,0
Hong Kong,HKG,1967,0,0,0,0
Hong Kong,HKG,1968,0,0,0,0
Hong Kong,HKG,1969,0,0,0,0
Hong Kong,HKG,1970,0,0,0,0
Hong Kong,HKG,1971,0,0,0,0
Hong Kong,HKG,1972,0,0,0,0
Hong Kong,HKG,1973,0,0,0,0
Hong Kong,HKG,1974,0,0,0,0
Hong Kong,HKG,1975,0,0,0,0
Hong Kong,HKG,1976,0,0,0,0
Hong Kong,HKG,1977,0,0,0,0
Hong Kong,HKG,1978,0,0,0,0
Hong Kong,HKG,1979,0,0,0,0
Hong Kong,HKG,1980,0,0,0,0
Hong Kong,HKG,1981,0,0,0,0
Hong Kong,HKG,1982,0,0,0,0
Hong Kong,HKG,1983,0,0,0,0
Hong Kong,HKG,1984,0,0,0,0
Hong Kong,HKG,1985,0,0,0,0
